time,AdrActCnt,TxCnt,HashRate,BlkCnt
2009-12-21T00:00:00.000000000Z,175,0,0.00000869929718518518,175
2009-12-22T00:00:00.000000000Z,162,0,0.00000805306368,162
2009-12-23T00:00:00.000000000Z,154,0,0.00000765538152296296,154
2009-12-24T00:00:00.000000000Z,154,0,0.00000765538152296296,154
2009-12-25T00:00:00.000000000Z,151,1,0.00000740683017481482,149
2009-12-26T00:00:00.000000000Z,174,0,0.00000864958691555555,174
2009-12-27T00:00:00.000000000Z,173,1,0.00000830161502814815,167
2009-12-28T00:00:00.000000000Z,137,0,0.00000681030693925926,137
2009-12-29T00:00:00.000000000Z,171,0,0.00000850045610666667,171
2009-12-30T00:00:00.000000000Z,141,0,0.00000792743851952609,141
2009-12-31T00:00:00.000000000Z,138,0,0.00000811471116177273,138
2010-01-01T00:00:00.000000000Z,136,2,0.000007761897633,132
2010-01-02T00:00:00.000000000Z,126,0,0.00000740908410422728,126
2010-01-03T00:00:00.000000000Z,186,0,0.0000109372193919545,186
2010-01-04T00:00:00.000000000Z,266,2,0.0000106432081179773,181
2010-01-05T00:00:00.000000000Z,198,0,0.0000116428464495,198
2010-01-06T00:00:00.000000000Z,163,0,0.00000958476753165909,163
2010-01-07T00:00:00.000000000Z,154,0,0.0000090555472385,154
2010-01-08T00:00:00.000000000Z,153,0,0.00000899674498370455,153
2010-01-09T00:00:00.000000000Z,151,0,0.00000887914047411364,151
2010-01-10T00:00:00.000000000Z,190,0,0.0000111724284111364,190
2010-01-11T00:00:00.000000000Z,159,0,0.00000944672228286733,159
2010-01-12T00:00:00.000000000Z,375,2,0.0000103151234807286,159
2010-01-13T00:00:00.000000000Z,168,2,0.0000106394984329527,164
2010-01-14T00:00:00.000000000Z,155,2,0.00000927712363361122,143
2010-01-15T00:00:00.000000000Z,147,1,0.00000914737365272156,141
2010-01-16T00:00:00.000000000Z,132,1,0.00000810937380560423,125
2010-01-17T00:00:00.000000000Z,131,0,0.00000849862374827323,131
2010-01-18T00:00:00.000000000Z,128,1,0.00000810937380560423,125
2010-01-19T00:00:00.000000000Z,124,0,0.00000804449881515939,124
2010-01-20T00:00:00.000000000Z,158,0,0.0000102502484902837,158
2010-01-21T00:00:00.000000000Z,187,9,0.0000113531233278459,175
2010-01-22T00:00:00.000000000Z,141,3,0.00000862837372916289,133
2010-01-23T00:00:00.000000000Z,164,2,0.0000103799984711734,160
2010-01-24T00:00:00.000000000Z,156,1,0.00000999074852850439,154
2010-01-25T00:00:00.000000000Z,272,4,0.0000138891428992527,211
2010-01-26T00:00:00.000000000Z,215,6,0.0000130302482192822,195
2010-01-27T00:00:00.000000000Z,182,2,0.000010958772861345,164
2010-01-28T00:00:00.000000000Z,199,2,0.0000118274560759638,177
2010-01-29T00:00:00.000000000Z,214,4,0.000013163891790762,197
2010-01-30T00:00:00.000000000Z,248,4,0.0000140325750053808,210
2010-01-31T00:00:00.000000000Z,184,2,0.0000110255946470849,165
2010-02-01T00:00:00.000000000Z,203,9,0.0000122952085761432,184
2010-02-02T00:00:00.000000000Z,167,1,0.00000968915893228676,145
2010-02-03T00:00:00.000000000Z,277,2,0.0000180418821497754,270
2010-02-04T00:00:00.000000000Z,269,5,0.0000158446145715676,229
