date,rc_real_gold_252d,rc_dollar_gold_252d
2014-07-23,-0.34621834565041254,-0.29438696318540186
2014-07-24,-0.3508911793894017,-0.30252609680475095
2014-07-25,-0.3543205743973845,-0.2979465654695471
2014-07-28,-0.35581848145500156,-0.28458343416812637
2014-07-29,-0.3551104412274649,-0.2851407486185259
2014-07-30,-0.36372778215717866,-0.2900777706017382
2014-07-31,-0.3575354725314623,-0.28459814738305755
2014-08-01,-0.36220244265971363,-0.2824371475963496
2014-08-04,-0.38950543496597456,-0.2902041609073803
2014-08-05,-0.39811018832169737,-0.2888689232494095
2014-08-06,-0.3971753731990789,-0.28869533285702725
2014-08-07,-0.39817233633244675,-0.28780959844237775
2014-08-08,-0.3983913366152479,-0.28891416226172423
2014-08-11,-0.40394364514776054,-0.2923932134203838
2014-08-12,-0.3947426872749863,-0.2841339076509941
2014-08-13,-0.39409341848863455,-0.2876092242617694
2014-08-14,-0.3904822079776388,-0.2934570747088642
2014-08-15,-0.3898600870532419,-0.29240292786867955
2014-08-18,-0.3896663657352277,-0.290130195689377
2014-08-19,-0.38812196495921014,-0.28873369939532073
2014-08-20,-0.38862991437860234,-0.2894145857474796
2014-08-21,-0.40154979553514203,-0.2984210104340271
2014-08-22,-0.39531471135547336,-0.31156463883358876
2014-08-25,-0.38425871020573027,-0.3032987843378107
2014-08-26,-0.37884353038005253,-0.2908727740274605
2014-08-27,-0.37951091686707644,-0.29236879623720063
2014-08-28,-0.3786974766389709,-0.2962342622061829
2014-08-29,-0.3803066976153654,-0.29733986669983986
2014-09-01,-0.38422907965911773,-0.313166165673347
2014-09-02,-0.38857518288907616,-0.3231004895573638
2014-09-03,-0.3952185331942551,-0.3379779772719546
2014-09-04,-0.39784274052565327,-0.3394359926562223
2014-09-05,-0.3328175426105767,-0.3570137775999739
2014-09-08,-0.3368400760176112,-0.38274620291584177
2014-09-09,-0.35264707906792836,-0.37019966047900016
2014-09-10,-0.35808088945964417,-0.3697106078767842
2014-09-11,-0.3565127333678073,-0.3709587437795673
2014-09-12,-0.3586102912714375,-0.3733978075230491
2014-09-15,-0.3578700068914306,-0.3704824283311025
2014-09-16,-0.3572684489397119,-0.3695487226163759
2014-09-17,-0.3640444060331088,-0.37126035625059506
2014-09-18,-0.3654357524523944,-0.3748930515239412
2014-09-19,-0.357286723186862,-0.37095054247228787
2014-09-22,-0.35747985841527674,-0.3710435407389195
2014-09-23,-0.35905207005699175,-0.37205277436063305
2014-09-24,-0.35941060921157414,-0.37398571981379863
2014-09-25,-0.35997859381710984,-0.3706316291178911
2014-09-26,-0.3617662194477435,-0.3655739447090441
2014-09-29,-0.3588318205956698,-0.37823623345203333
2014-09-30,-0.36008897748359286,-0.3825171471640916
2014-10-01,-0.3613386228958646,-0.38229483730005437
2014-10-02,-0.3658455771453734,-0.37939381826299295
2014-10-03,-0.3701084085923226,-0.39677213858636484
2014-10-06,-0.3633965927172339,-0.3696814174452013
2014-10-07,-0.3659738709595561,-0.3710338937213989
2014-10-08,-0.37024452372976535,-0.3716228945870286
2014-10-09,-0.3604563843913386,-0.3601418781410504
2014-10-10,-0.36108448333600346,-0.35808489229825097
2014-10-13,-0.3613515631847745,-0.3608847341162708
2014-10-14,-0.35958208029062777,-0.36062843463726973
2014-10-15,-0.35963766213717574,-0.36104580799934105
2014-10-16,-0.36012005409611736,-0.3603948823432519
2014-10-17,-0.36025762451389365,-0.3604217228137901
2014-10-20,-0.35773886984949055,-0.35058705727751116
2014-10-21,-0.35369728023354213,-0.3484016223290013
2014-10-22,-0.354068816953317,-0.35211785301953574
2014-10-23,-0.3563746306156013,-0.35408295102739046
2014-10-24,-0.35451553230133687,-0.3518178277583202
2014-10-27,-0.3569316114194165,-0.3481830261696689
2014-10-28,-0.34294236783184984,-0.3392041528017835
2014-10-29,-0.3461792532563487,-0.327972218393007
2014-10-30,-0.3425063628304029,-0.3335105559544137
2014-10-31,-0.33999325185973994,-0.3565857706203215
2014-11-03,-0.33302612849779506,-0.35648607694662077
2014-11-04,-0.33343552205450067,-0.3567753625584747
2014-11-05,-0.33869560077543276,-0.37720950451966595
2014-11-06,-0.3399926885706657,-0.37444178894986524
2014-11-07,-0.3338400970882185,-0.37150637838422257
2014-11-10,-0.34614572609638844,-0.3611543212853856
2014-11-11,-0.3449237625898349,-0.36058897014331787
2014-11-12,-0.3459196654912509,-0.3615534217183893
2014-11-13,-0.34728001344672343,-0.3608403374806219
2014-11-14,-0.3528170141303801,-0.3568188266068383
2014-11-17,-0.353516973969618,-0.35737472229916395
2014-11-18,-0.35663660230393984,-0.35946380618459106
2014-11-19,-0.3498365101963608,-0.35467459033171583
2014-11-20,-0.35267948258786525,-0.35345885259735
2014-11-21,-0.38083647883062527,-0.358207270052842
2014-11-24,-0.37742987670164857,-0.38060349625324286
2014-11-25,-0.3781988709378582,-0.38064642575818025
2014-11-26,-0.37599573888470017,-0.37521711903060334
2014-11-27,-0.3693268931807998,-0.37720060910302183
2014-11-28,-0.3509593917309267,-0.41201467049112733
2014-12-01,-0.31028812469673717,-0.4041970572544712
2014-12-02,-0.31602570403148394,-0.4103576756327954
2014-12-03,-0.31611656102760727,-0.406549842650651
2014-12-04,-0.3204379485336321,-0.40328363804680695
2014-12-05,-0.32480179623996036,-0.4100985775394997
2014-12-08,-0.3110042605573664,-0.3943096183186545
2014-12-09,-0.3164576223463766,-0.40872048559423685
2014-12-10,-0.31507380005880126,-0.41105224012877495
2014-12-11,-0.3187338988455349,-0.41100530240894767
2014-12-12,-0.31740871893344647,-0.41020665839532455
2014-12-15,-0.3248400971859615,-0.41832539445327327
2014-12-16,-0.32639600138514885,-0.4189320532645825
2014-12-17,-0.3380042852099532,-0.4306703384559631
2014-12-18,-0.33102052389637227,-0.4277608662141065
2014-12-19,-0.3248434025440792,-0.4280984511831106
2014-12-22,-0.3098140384338719,-0.4330281442866505
2014-12-23,-0.30640586697611777,-0.43091758116618256
2014-12-24,-0.3055363085616834,-0.4310434017422743
2014-12-25,-0.30718385153925154,-0.43033758857338084
2014-12-26,-0.30580012953662467,-0.4271386541453681
2014-12-29,-0.3034629446717268,-0.42776438356334034
2014-12-30,-0.2949505819495662,-0.42571926459248166
2014-12-31,-0.2790687575678575,-0.4265324094395643
2015-01-01,-0.2752353723973116,-0.4254993372525419
2015-01-02,-0.27682954054781717,-0.4137030546988918
2015-01-05,-0.2768434431754208,-0.3897051752952188
2015-01-06,-0.2722042619923998,-0.3939438738670478
2015-01-07,-0.2705611425477161,-0.39558246544981684
2015-01-08,-0.27069555910102655,-0.38931007125503075
2015-01-09,-0.2744055767719257,-0.3912194103748778
2015-01-12,-0.2888075572581082,-0.39064991271936395
2015-01-13,-0.28806643788667324,-0.3905424353339743
2015-01-14,-0.28136631880917135,-0.3897313463912804
2015-01-15,-0.3014612931766607,-0.38624632184950325
2015-01-16,-0.2867927092849071,-0.3820416849801986
2015-01-19,-0.2848333226972668,-0.3759884045315536
2015-01-20,-0.282936440401896,-0.366047048354499
2015-01-21,-0.2777134441580168,-0.36688710430909866
2015-01-22,-0.2734917273562653,-0.3670921999156074
2015-01-23,-0.2657325438555862,-0.3703290095023472
2015-01-26,-0.26636014211840087,-0.3734961235405656
2015-01-27,-0.2685445016829377,-0.37870405049602696
2015-01-28,-0.26195443680620395,-0.3807718055241488
2015-01-29,-0.2751605993411099,-0.3977174742166317
2015-01-30,-0.29624154468387215,-0.3813533247817683
2015-02-02,-0.2941586221881263,-0.3714763483564851
2015-02-03,-0.3056127888807864,-0.34502368484585727
2015-02-04,-0.3048209070096902,-0.3435035935950719
2015-02-05,-0.3034544568116399,-0.3429176652319994
2015-02-06,-0.3229232795970589,-0.359325291445246
2015-02-09,-0.3269719160877469,-0.36713217798315945
2015-02-10,-0.3289235790340416,-0.36857644452640687
2015-02-11,-0.32808125675386696,-0.36992011015941145
2015-02-12,-0.32748091649855726,-0.36386362752212303
2015-02-13,-0.33109740124114484,-0.362190672971017
2015-02-16,-0.3310519014667642,-0.3622274308876443
2015-02-17,-0.34140741856369033,-0.3632024477041347
2015-02-18,-0.3348790313557847,-0.361328414345081
2015-02-19,-0.3286464947468459,-0.3567658312770422
2015-02-20,-0.32903776077423835,-0.3575883852362858
2015-02-23,-0.3310972060866644,-0.3512774927594857
2015-02-24,-0.32604238860401885,-0.3489504326603405
2015-02-25,-0.32688347423368386,-0.34948098688431006
2015-02-26,-0.3270893692935948,-0.3447885815140252
2015-02-27,-0.3234311511106598,-0.3473624022122961
2015-03-02,-0.3228218865880127,-0.3471746042596002
2015-03-03,-0.3226234658547795,-0.3459532835022476
2015-03-04,-0.3191979198072123,-0.3467812563157786
2015-03-05,-0.3211145689371869,-0.3474781909463529
2015-03-06,-0.33238137472089735,-0.38108497065757024
2015-03-09,-0.33163765531284084,-0.3845141453784423
2015-03-10,-0.3282565061646943,-0.38375309222267256
2015-03-11,-0.33270955156249926,-0.39285591596094305
2015-03-12,-0.33344676502313486,-0.3908796209108905
2015-03-13,-0.33545749458765006,-0.3866094631160174
2015-03-16,-0.3363621609564249,-0.3892980046397609
2015-03-17,-0.33505671358832606,-0.3879538989130157
2015-03-18,-0.35637194588564447,-0.3944809346132252
2015-03-19,-0.35561333961141967,-0.39430810597117993
2015-03-20,-0.3622655914018243,-0.40281415357598505
2015-03-23,-0.3625023317122663,-0.40384508941667346
2015-03-24,-0.35851328688158673,-0.39935946271806316
2015-03-25,-0.3594491820263681,-0.4015491493059408
2015-03-26,-0.34928641022674245,-0.39373756016638184
2015-03-27,-0.3483349466507742,-0.3941634033782064
2015-03-30,-0.34947390045024473,-0.3973167255605734
2015-03-31,-0.3484064586439168,-0.39736076882003696
2015-04-01,-0.3623460613131004,-0.40646301258458917
2015-04-02,-0.36873562421145634,-0.40281280627772276
2015-04-03,-0.36591508000271056,-0.39592200221063445
2015-04-06,-0.35580085481456253,-0.3985585130496981
2015-04-07,-0.3540336141799782,-0.3989356485424865
2015-04-08,-0.35501869192054425,-0.39800270787158565
2015-04-09,-0.35739576442554644,-0.40014768468068024
2015-04-10,-0.35528528828361333,-0.3916078499681698
2015-04-13,-0.3554507654396886,-0.39273800084624344
2015-04-14,-0.3523167095917048,-0.3813226680588849
2015-04-15,-0.35299425718789296,-0.3803085258114014
2015-04-16,-0.3523103226605004,-0.3681434047695707
2015-04-17,-0.35630654916200893,-0.36991324972393685
2015-04-20,-0.36085391942570155,-0.37094907362853335
2015-04-21,-0.35567165404205436,-0.3698525571061356
2015-04-22,-0.36584749700225344,-0.36676783695988396
2015-04-23,-0.36803446070380597,-0.37169999696041145
2015-04-24,-0.3681988325813964,-0.36588933765459
2015-04-27,-0.36653723286233525,-0.3697379566775672
2015-04-28,-0.35667768258495997,-0.37411448308474016
2015-04-29,-0.36171559342512477,-0.3647793416851567
2015-04-30,-0.355365854480256,-0.3753152557427654
2015-05-01,-0.3510667260801266,-0.37482984721555307
2015-05-04,-0.3499296000647305,-0.3741494807114074
2015-05-05,-0.34935303804929185,-0.37489101897194943
2015-05-06,-0.3471928006140938,-0.37190313903949374
2015-05-07,-0.3431667842863386,-0.37498841188898013
2015-05-08,-0.34366029208970233,-0.3761864506959266
2015-05-11,-0.3423182008205416,-0.3764058158244517
2015-05-12,-0.34234904446114595,-0.37959342930147727
2015-05-13,-0.3384104065434195,-0.3880596974889936
2015-05-14,-0.3452114941180381,-0.3895660045755048
2015-05-15,-0.3530532421436342,-0.3902464885941476
2015-05-18,-0.35182830998674863,-0.38904027646830963
2015-05-19,-0.3549939968972662,-0.396144139345041
2015-05-20,-0.35332679396911115,-0.3945025766782323
2015-05-21,-0.35723120086030496,-0.39316871283593025
2015-05-22,-0.3569547253889203,-0.3921189199545345
2015-05-25,-0.3556152618458575,-0.3908141073917969
2015-05-26,-0.3513220549512381,-0.39927394656763804
2015-05-27,-0.351258634386047,-0.39916106079656516
2015-05-28,-0.352968813116696,-0.4000464121804388
2015-05-29,-0.35301596897324145,-0.4000073424119486
2015-06-01,-0.3492166304214007,-0.39723245048698097
2015-06-02,-0.346958102335766,-0.39684756597505505
2015-06-03,-0.3494995137198906,-0.3932721692971075
2015-06-04,-0.34520666222668406,-0.3947278041121052
2015-06-05,-0.3457780808395195,-0.39540919509778766
2015-06-08,-0.35804106604868974,-0.39008751571735617
2015-06-09,-0.35916136861819353,-0.38982078499966516
2015-06-10,-0.3512491306655642,-0.39241001906225115
2015-06-11,-0.34673868868864394,-0.3931982834367192
2015-06-12,-0.3467636884441781,-0.3929753904076418
2015-06-15,-0.3486485574528994,-0.3927620741745547
2015-06-16,-0.34486329979619257,-0.3930290094120938
2015-06-17,-0.3463930335206145,-0.3908462001992879
2015-06-18,-0.3396105325648361,-0.39938497639565584
2015-06-19,-0.3390652871713542,-0.3993243312974318
2015-06-22,-0.34475407352263804,-0.39611277932781314
2015-06-23,-0.3458328380083473,-0.397848811815258
2015-06-24,-0.3453533211724388,-0.3980513032478693
2015-06-25,-0.34583222739246405,-0.3977017264860208
2015-06-26,-0.3414721862212068,-0.3962761984502588
2015-06-29,-0.34210571167781656,-0.39717747714997775
2015-06-30,-0.3424568848870188,-0.3976812797243491
2015-07-01,-0.34117455499022925,-0.40465477594825733
2015-07-02,-0.33816395811596556,-0.40354917220274644
2015-07-03,-0.33864270430383947,-0.40354148406990786
2015-07-06,-0.33077595652526315,-0.4055834651951441
2015-07-07,-0.32570245723793056,-0.4110611818037647
2015-07-08,-0.32577353979154294,-0.41142085336972634
2015-07-09,-0.3219248714507642,-0.4115800053789023
2015-07-10,-0.31894861545355624,-0.41140056119204604
2015-07-13,-0.320424439833789,-0.41250696952852395
2015-07-14,-0.31617166979674516,-0.4149621197375362
2015-07-15,-0.31367729568082836,-0.4160859397113198
2015-07-16,-0.31422461658357026,-0.4160219598821644
2015-07-17,-0.31289323454402695,-0.4177858418554878
2015-07-20,-0.3199050231397981,-0.4144783424097045
2015-07-21,-0.31673463644924116,-0.4129287250508613
2015-07-22,-0.3163975910307331,-0.41423633194173914
2015-07-23,-0.3144819543341352,-0.4138645275559971
2015-07-24,-0.31199197108433063,-0.41000136900595396
2015-07-27,-0.3101640925665451,-0.40722118784425543
2015-07-28,-0.30992647930081657,-0.4072909679580558
2015-07-29,-0.3097271781459204,-0.408013833754188
2015-07-30,-0.3089658887368051,-0.4107911220463976
2015-07-31,-0.31082589392023996,-0.4127996589590278
2015-08-03,-0.3102959560890527,-0.41441895847742377
2015-08-04,-0.3099650876753822,-0.4157671147407286
2015-08-05,-0.3097312630178668,-0.41630381341403083
2015-08-06,-0.3102603789106699,-0.4168261646563412
2015-08-07,-0.31040681678997173,-0.4170194526336853
2015-08-10,-0.30935635952541535,-0.41974111979967854
2015-08-11,-0.3118679659575179,-0.4126831261432976
2015-08-12,-0.3072735851159931,-0.4176547987503828
2015-08-13,-0.31019547109108814,-0.4190914234592664
2015-08-14,-0.3102016473332161,-0.41942256757013674
2015-08-17,-0.309403495042853,-0.4186012069158356
2015-08-18,-0.3088704053319889,-0.4185997140143962
2015-08-19,-0.31484199724341905,-0.4149970695597379
2015-08-20,-0.31241855338237584,-0.41598291042317664
2015-08-21,-0.3119145430766332,-0.41503629769263983
2015-08-24,-0.3105484594802747,-0.41175773529275034
2015-08-25,-0.31721076758890326,-0.41399493742472504
2015-08-26,-0.31945596993260744,-0.4140689518693151
2015-08-27,-0.32015607345857033,-0.4162157537973257
2015-08-28,-0.31996445169813087,-0.4147062523135584
2015-08-31,-0.3214455809596496,-0.41513797653148865
2015-09-01,-0.3171597785706875,-0.4151961804512574
2015-09-02,-0.31797622958552874,-0.4160840933246643
2015-09-03,-0.3178290411652082,-0.4156709265992894
2015-09-04,-0.3123480034041876,-0.4168806980698469
2015-09-07,-0.314127830768802,-0.41761968146922945
2015-09-08,-0.3165055357422515,-0.416457561359273
2015-09-09,-0.3128882541046939,-0.41583477311520867
2015-09-10,-0.31079293240556205,-0.4164855539701159
2015-09-11,-0.30955982143833105,-0.416003578793848
2015-09-14,-0.30880440460242137,-0.41714910251630566
2015-09-15,-0.3082084738079752,-0.4170575635287974
2015-09-16,-0.305957479599681,-0.4221786668308113
2015-09-17,-0.31195944257057695,-0.4210574317915634
2015-09-18,-0.31264842303196705,-0.4227654520451363
2015-09-21,-0.3150082319923269,-0.42453527777509137
2015-09-22,-0.3105388719445459,-0.4182557491617533
2015-09-23,-0.30897260159039375,-0.41130610347019547
2015-09-24,-0.3056382157635113,-0.4122044794571311
2015-09-25,-0.3046900823821435,-0.41175987074525133
2015-09-28,-0.30337422162514577,-0.41011035523431616
2015-09-29,-0.30107459533032566,-0.4104814021254224
2015-09-30,-0.2997790045836558,-0.40668906159340174
2015-10-01,-0.2988308158284698,-0.40569812567087454
2015-10-02,-0.3090081373230097,-0.40975172176694374
2015-10-05,-0.308890993167652,-0.40846792960657463
2015-10-06,-0.310511089184944,-0.41086384598490294
2015-10-07,-0.31019358147369924,-0.40952789956631924
2015-10-08,-0.31155934377006234,-0.407808408648885
2015-10-09,-0.30402938239509747,-0.4133546226406871
2015-10-12,-0.3024447710278582,-0.4130515743194673
2015-10-13,-0.3035498457851362,-0.41129136432397434
2015-10-14,-0.30740901579366,-0.4142477310171936
2015-10-15,-0.3083928802336243,-0.41105830349638545
2015-10-16,-0.3071134246143882,-0.4184993726775558
2015-10-19,-0.3085104553658477,-0.41633878682308106
2015-10-20,-0.3091316607792735,-0.40729517285808414
2015-10-21,-0.3079518489223105,-0.4086003895639591
2015-10-22,-0.30777940194508513,-0.4084202905444063
2015-10-23,-0.311083211379807,-0.4073772794930197
2015-10-26,-0.311341646135879,-0.40756697958271904
2015-10-27,-0.30112241885898205,-0.40856531199373003
2015-10-28,-0.2965782364760492,-0.41320420594245943
2015-10-29,-0.3001068080133016,-0.41744228649928444
2015-10-30,-0.2976864391222373,-0.41312780946993505
2015-11-02,-0.29857441944015434,-0.4130506967472286
2015-11-03,-0.2926283077152516,-0.414852519439588
2015-11-04,-0.2934369329132078,-0.41712130199850295
2015-11-05,-0.2943691418016296,-0.4157293321587886
2015-11-06,-0.2940313069268077,-0.42219147371477195
2015-11-09,-0.2909821697954063,-0.42236968932655394
2015-11-10,-0.289841667797622,-0.42254839227253344
2015-11-11,-0.29001182958561683,-0.42216207240787484
2015-11-12,-0.2895850673217062,-0.42168412311052716
2015-11-13,-0.28901371111529894,-0.42232146337900484
2015-11-16,-0.2890093379182483,-0.421904687525374
2015-11-17,-0.29505438370519044,-0.40540747309225816
2015-11-18,-0.3212853277523586,-0.41025539303102015
2015-11-19,-0.31730138631695326,-0.41157891297747584
2015-11-20,-0.3161265269904567,-0.41432287484376085
2015-11-23,-0.3149398778657815,-0.4171001490124019
2015-11-24,-0.3095795381620392,-0.41320035929551735
2015-11-25,-0.3094387220304745,-0.4177634180536168
2015-11-26,-0.30171454533388137,-0.4098936694753577
2015-11-27,-0.30105126865104154,-0.4122826461353045
2015-11-30,-0.30049259571732323,-0.41178165272636
2015-12-01,-0.30232358314863106,-0.41286847203193106
2015-12-02,-0.3016913680874242,-0.4128754033703856
2015-12-03,-0.2852465798668739,-0.41755357346733457
2015-12-04,-0.28769843182857235,-0.41594218702249486
2015-12-07,-0.29348968175113366,-0.4243079590196876
2015-12-08,-0.2972671302651273,-0.4231789476442772
2015-12-09,-0.3041913445152716,-0.42790784541367777
2015-12-10,-0.3080233086710025,-0.42941957480169907
2015-12-11,-0.3105876715478718,-0.425484529173659
2015-12-14,-0.31917095452320543,-0.4236723145060205
2015-12-15,-0.320390374617301,-0.4266591112360126
2015-12-16,-0.3157763943961804,-0.4243788160018659
2015-12-17,-0.29593928976401584,-0.43234129868465776
2015-12-18,-0.3118422320286944,-0.4378124524174555
2015-12-21,-0.3086935611831532,-0.43530863102928374
2015-12-22,-0.3078923217950094,-0.43917228794993163
2015-12-23,-0.30742001763974336,-0.4541581584455321
2015-12-24,-0.31114093593477316,-0.453336750647451
2015-12-25,-0.31262737189313594,-0.45228271377834184
2015-12-28,-0.3123301234658285,-0.4542789257657045
2015-12-29,-0.3077042724215782,-0.4532927622412539
2015-12-30,-0.30547738106898686,-0.4571821643213614
2015-12-31,-0.3050589883771899,-0.45731404563280725
2016-01-01,-0.3077243820501292,-0.4579359901921425
2016-01-04,-0.2939793707137308,-0.4456354274003657
2016-01-05,-0.3010480899332218,-0.4491590106445432
2016-01-06,-0.30497556575533036,-0.4407698786743853
2016-01-07,-0.3034030785423438,-0.44593296690397544
2016-01-08,-0.30328612597909416,-0.44714173089129794
2016-01-11,-0.31032227913110705,-0.44796394022278524
2016-01-12,-0.31683679074914395,-0.4466839648127693
2016-01-13,-0.3183786617903254,-0.44764916979123237
2016-01-14,-0.3148061735951184,-0.4451579279664277
2016-01-15,-0.31900430837611843,-0.438163465477603
2016-01-18,-0.31715639880687285,-0.4269880357689006
2016-01-19,-0.2974414249629011,-0.44141674835733585
2016-01-20,-0.29545456625862704,-0.43596710875989503
2016-01-21,-0.2894419953669246,-0.4486263852341749
2016-01-22,-0.28880195015055093,-0.4494684114454333
2016-01-25,-0.2921080878633976,-0.44840267481126456
2016-01-26,-0.27502802687294037,-0.4381651246423844
2016-01-27,-0.2766498231628947,-0.4384188970076745
2016-01-28,-0.26856825108603793,-0.431469436554584
2016-01-29,-0.26997347379486986,-0.42529277629916346
2016-02-01,-0.26465559063050215,-0.4290406213127987
2016-02-02,-0.2649891252455932,-0.42823644288349216
2016-02-03,-0.2652758818370738,-0.4344397354526335
2016-02-04,-0.2512465366389581,-0.4460728618921843
2016-02-05,-0.24511256789154703,-0.4308550090672874
2016-02-08,-0.24511631482927665,-0.4278637685345388
2016-02-09,-0.24495515705835097,-0.4257307251902565
2016-02-10,-0.2466607222068818,-0.4242722302247355
2016-02-11,-0.2585515272866014,-0.41302340186440195
2016-02-12,-0.25947987210629997,-0.412545891187402
2016-02-15,-0.25951228266521875,-0.4152304440300666
2016-02-16,-0.2656507241162944,-0.4105832202145956
2016-02-17,-0.26402209689293105,-0.41196070926409606
2016-02-18,-0.26511228121162295,-0.40758803417692246
2016-02-19,-0.26462754421141654,-0.40721035455307786
2016-02-22,-0.2548984614252727,-0.40086263113103693
2016-02-23,-0.23000075979378487,-0.3680371651318708
2016-02-24,-0.2311370325851786,-0.36813927170902944
2016-02-25,-0.2335162832601393,-0.3669763341701406
2016-02-26,-0.23672334670917036,-0.3673398331838456
2016-02-29,-0.23937325254261366,-0.3689021771915741
2016-03-01,-0.242356962890636,-0.368737744660542
2016-03-02,-0.24333391279547337,-0.37015743549042407
2016-03-03,-0.2485058998163005,-0.377554268830252
2016-03-04,-0.22308985986256455,-0.3735109917108907
2016-03-07,-0.2200818282745828,-0.3740906804915251
2016-03-08,-0.21434582971342314,-0.3681528283485951
2016-03-09,-0.2157080909008015,-0.3601029269337333
2016-03-10,-0.2036509801022077,-0.35840824402236493
2016-03-11,-0.20026595076036513,-0.3395262732328561
2016-03-14,-0.20840765311645015,-0.3461403670952681
2016-03-15,-0.20916461136130007,-0.34449432950096825
2016-03-16,-0.2247947333894354,-0.3314171944807978
2016-03-17,-0.22492510462531054,-0.29882068314146865
2016-03-18,-0.20717139262457293,-0.2939129315495151
2016-03-21,-0.20681906709416578,-0.29759499994531774
2016-03-22,-0.20781298195296663,-0.30013911185967307
2016-03-23,-0.2100105435553663,-0.31180504098702955
2016-03-24,-0.21250643650418216,-0.31052172233941433
2016-03-25,-0.2108166810572579,-0.31101278269104876
2016-03-28,-0.2083100448462462,-0.3085350050833944
2016-03-29,-0.22836617320937438,-0.31269621285851834
2016-03-30,-0.22466196858321447,-0.28767209755059053
2016-03-31,-0.22845802469641535,-0.29552451544078545
2016-04-01,-0.2268506172865123,-0.298786519263475
2016-04-04,-0.22522125353407613,-0.3061075523708773
2016-04-05,-0.22237143433562256,-0.2970904389212221
2016-04-06,-0.22203176319275214,-0.29261473780602176
2016-04-07,-0.23109931464173256,-0.2865190958834492
2016-04-08,-0.22497430646992686,-0.28592864822311526
2016-04-11,-0.21720246461742948,-0.2881632204621432
2016-04-12,-0.22227918578641911,-0.2939911994797824
2016-04-13,-0.2203080399609442,-0.2941914014544919
2016-04-14,-0.23222540517435294,-0.2892605683623867
2016-04-15,-0.2327073773954507,-0.2952496449524706
2016-04-18,-0.240373838831832,-0.2842027349488179
2016-04-19,-0.2409869317748328,-0.2919551136379234
2016-04-20,-0.2494466645120904,-0.29296347269237794
2016-04-21,-0.24931130282814765,-0.28995574344683217
2016-04-22,-0.2514795524735589,-0.29509719920096134
2016-04-25,-0.2554613533538317,-0.2921117543706883
2016-04-26,-0.25422565600497987,-0.29186114952352943
2016-04-27,-0.2539339000316647,-0.2904482348672868
2016-04-28,-0.2642828148721668,-0.2967684391543345
2016-04-29,-0.2657934746623295,-0.2945493868612413
2016-05-02,-0.26489216403258825,-0.2931132341404915
2016-05-03,-0.26322535620806137,-0.29268388851219707
2016-05-04,-0.2633717364128129,-0.29628954806155194
2016-05-05,-0.2571627309780484,-0.288455779813068
2016-05-06,-0.2511209335693132,-0.2872601160489772
2016-05-09,-0.25025585847874526,-0.29646778483027875
2016-05-10,-0.25085515658570307,-0.29709884985673246
2016-05-11,-0.2512381790236136,-0.30078646136989073
2016-05-12,-0.2560712158858181,-0.29346698182347086
2016-05-13,-0.25674660927116183,-0.2898455800771453
2016-05-16,-0.25645561822125196,-0.2898391715308584
2016-05-17,-0.2563620844195935,-0.2900017163082083
2016-05-18,-0.2715622620870645,-0.295081601073722
2016-05-19,-0.2747835755459902,-0.29406649560745524
2016-05-20,-0.2707653976755699,-0.2973790630066899
2016-05-23,-0.27585671106333776,-0.2958232594666703
2016-05-24,-0.274095505654507,-0.29153391523973915
2016-05-25,-0.27316475665915946,-0.29057397346273656
2016-05-26,-0.27177064051706334,-0.2889334228402341
2016-05-27,-0.2814311732664897,-0.28693225962592667
2016-05-30,-0.286602266341701,-0.285973803056282
2016-05-31,-0.2850227173526375,-0.2845435650943673
2016-06-01,-0.2839991865442677,-0.28502943396338865
2016-06-02,-0.2869300336181109,-0.2848980629892053
2016-06-03,-0.30176441191398734,-0.30562941619201495
2016-06-06,-0.3088100051297229,-0.2970004468179576
2016-06-07,-0.3103470192266847,-0.2957125812582236
2016-06-08,-0.3064131612779517,-0.30515515655875103
2016-06-09,-0.30459058482566975,-0.29948589357314337
2016-06-10,-0.30520739396138713,-0.2962215627333756
2016-06-13,-0.30206927875770223,-0.29287801269312425
2016-06-14,-0.3049714066174855,-0.29218569657624993
2016-06-15,-0.3070490009609884,-0.2932703932554451
2016-06-16,-0.30754734765405556,-0.2962684226999156
2016-06-17,-0.2978808491907981,-0.3015658239103255
2016-06-20,-0.30195736421967667,-0.2955020955300882
2016-06-21,-0.3073587573643829,-0.2955350305716025
2016-06-22,-0.30707854137723206,-0.2960703051949902
2016-06-23,-0.3110488216366444,-0.2855924525729726
2016-06-24,-0.33667919571372396,-0.17933431330955543
2016-06-27,-0.34216670057626625,-0.17317878970480083
2016-06-28,-0.341413340043122,-0.16844136846775498
2016-06-29,-0.33984576075499173,-0.16854596320390414
2016-06-30,-0.340769614787281,-0.16754035932979136
2016-07-01,-0.34956658388265843,-0.17117204962202465
2016-07-04,-0.34960991649289047,-0.17068886948614137
2016-07-05,-0.3537040407860194,-0.1613671754319898
2016-07-06,-0.3458569663918815,-0.159490068060797
2016-07-07,-0.3481229240264231,-0.1609339777304576
2016-07-08,-0.3491592312349173,-0.15986136693137684
2016-07-11,-0.35650235634467164,-0.16087792209374926
2016-07-12,-0.366251613449535,-0.15524262819749252
2016-07-13,-0.36895840305897054,-0.15776656533516434
2016-07-14,-0.37171852220104223,-0.15531912869753808
2016-07-15,-0.3726836346779231,-0.15687888016871293
2016-07-18,-0.3741482800237048,-0.15121481694621483
