date,e_level,z_level
2024-01-31,inf,8.547895324899446
2024-02-01,inf,8.544210895936322
2024-02-02,inf,8.800215886069248
2024-02-05,inf,8.95014967482106
2024-02-06,inf,8.873070758752801
2024-02-07,inf,8.892503340972693
2024-02-08,inf,9.012692941480578
2024-02-09,inf,8.989176583439608
2024-02-12,inf,8.978462480816587
2024-02-13,inf,9.058228901806187
2024-02-14,inf,8.922266120170965
2024-02-15,inf,8.92083543950871
2024-02-16,inf,9.036668736134308
2024-02-19,inf,9.036668736134308
2024-02-20,inf,9.054461721080786
2024-02-21,inf,9.130213511916233
2024-02-22,inf,9.23710449884991
2024-02-23,inf,9.153426957002193
2024-02-26,inf,9.152335444709525
2024-02-27,inf,9.185338012193798
2024-02-28,inf,9.089658532399012
2024-02-29,inf,9.103986871309514
2024-03-01,inf,9.198217677635855
2024-03-04,inf,9.410203068334964
2024-03-05,inf,9.30926749726153
2024-03-06,inf,9.390605027619525
2024-03-07,inf,9.44759442089114
2024-03-08,inf,9.539958055998204
2024-03-11,inf,9.614196977530469
2024-03-12,inf,9.561572438071083
2024-03-13,inf,9.711629065272879
2024-03-14,inf,9.920555503198234
2024-03-15,inf,9.888572176714275
2024-03-18,inf,10.014075416348474
2024-03-19,inf,9.940336635751713
2024-03-20,inf,9.983270160963135
2024-03-21,inf,9.89154012881387
2024-03-22,inf,9.661152330139055
2024-03-25,inf,9.817215860301532
2024-03-26,inf,9.857814884359534
2024-03-27,inf,9.842691815220604
2024-03-28,inf,9.998909410908297
2024-03-29,inf,9.997118996679768
2024-04-01,inf,10.387072486141783
2024-04-02,inf,10.604362624802961
2024-04-03,inf,10.697883323798518
2024-04-04,inf,10.54395439441832
2024-04-05,inf,10.880044744825511
2024-04-08,inf,10.995007648957273
2024-04-09,inf,10.960441720047815
2024-04-10,inf,11.253078412731119
2024-04-11,inf,11.510565035528199
2024-04-12,inf,11.253675886007873
2024-04-15,inf,11.705127430345344
2024-04-16,inf,11.8467479178632
2024-04-17,inf,11.65462960703566
2024-04-18,inf,11.794026377809095
2024-04-19,inf,11.761407457807701
2024-04-22,inf,11.459006015922252
2024-04-23,inf,11.391198731568535
2024-04-24,inf,11.474656747590812
2024-04-25,inf,11.643231628801813
2024-04-26,inf,11.587260582698642
2024-04-29,inf,11.497245056158196
2024-04-30,inf,11.421540427271099
2024-05-01,inf,11.456805773347604
2024-05-02,inf,11.297470145770486
2024-05-03,inf,11.127101451976888
2024-05-06,inf,11.218186447032425
2024-05-07,inf,11.195646439314645
2024-05-08,inf,11.213824791871065
2024-05-09,inf,11.301593850374466
2024-05-10,inf,11.467093225888235
2024-05-13,inf,11.307417745820901
2024-05-14,inf,11.330263255803192
2024-05-15,inf,11.28706231748475
2024-05-16,inf,11.284519007143546
2024-05-17,inf,11.55599960603706
2024-05-20,inf,11.62878772796715
2024-05-21,inf,11.567578101700521
2024-05-22,inf,11.376244381245803
2024-05-23,inf,11.315818330517377
2024-05-24,inf,11.247333468979809
2024-05-27,inf,11.247333468979809
2024-05-28,inf,11.514252373467428
2024-05-29,inf,11.555328402499986
2024-05-30,inf,11.421170333639195
2024-05-31,inf,11.281629306460577
2024-06-03,inf,11.200049257859595
2024-06-04,inf,10.957848071462498
2024-06-05,inf,11.01733334616301
2024-06-06,inf,11.124135347186025
2024-06-07,inf,11.056612624771617
2024-06-10,inf,11.255000496448437
2024-06-11,inf,11.194915286179816
2024-06-12,inf,11.144381335575133
2024-06-13,inf,10.904917936024836
2024-06-14,inf,11.065378313804423
2024-06-17,inf,11.079953186159697
2024-06-18,inf,10.993752604016311
2024-06-19,inf,10.993752604016311
2024-06-20,inf,11.126474650446998
2024-06-21,inf,10.985161563899654
2024-06-24,inf,11.041814288670176
2024-06-25,inf,10.941483761387792
2024-06-26,inf,10.966577405332584
2024-06-27,inf,11.030709499597759
2024-06-28,inf,11.15079055533361
2024-07-01,inf,11.390472517186645
2024-07-02,inf,11.308661834131858
2024-07-03,inf,11.323918157795195
2024-07-04,inf,11.323918157795195
2024-07-05,inf,11.249868838944373
2024-07-08,inf,11.12001799906845
2024-07-09,inf,11.216720370941983
2024-07-10,inf,11.177623464258252
2024-07-11,inf,11.223381325867447
2024-07-12,inf,11.177966933819492
2024-07-15,inf,11.274011180376064
2024-07-16,inf,11.390758830216402
2024-07-17,inf,11.301745591823693
2024-07-18,inf,11.210888161541464
2024-07-19,inf,11.106704993433787
2024-07-22,inf,11.18766512097847
2024-07-23,inf,11.236462245079604
2024-07-24,inf,11.30030707048076
2024-07-25,inf,11.084896649681705
2024-07-26,inf,11.067709970465655
2024-07-29,inf,11.044423991636958
2024-07-30,inf,11.119973175231777
2024-07-31,inf,11.186146781806153
2024-08-01,inf,11.00508463181907
2024-08-02,inf,10.891956911385353
2024-08-05,inf,10.618869007831295
2024-08-06,inf,10.698852841176265
2024-08-07,inf,10.860956151558682
2024-08-08,inf,11.09272181398841
2024-08-09,inf,11.027238890997765
2024-08-12,inf,11.119140190795214
2024-08-13,inf,11.01816905052313
2024-08-14,inf,10.921299706235093
2024-08-15,inf,11.039505955244937
2024-08-16,inf,11.322886216922042
2024-08-19,inf,11.232880740250627
2024-08-20,inf,11.173471437710402
2024-08-21,inf,11.086284247727727
2024-08-22,inf,11.06105402247328
2024-08-23,inf,10.964574208461258
2024-08-26,inf,10.987459786487785
2024-08-27,inf,11.051664185503641
2024-08-28,inf,10.992811524122075
2024-08-29,inf,11.118015493124593
2024-08-30,inf,11.159766324382112
2024-09-02,inf,11.159766324382112
2024-09-03,inf,11.051433522880279
2024-09-04,inf,10.973737158089849
2024-09-05,inf,11.071008755485977
2024-09-06,inf,10.958757811246464
2024-09-09,inf,10.94342324687385
2024-09-10,inf,10.933422038191768
2024-09-11,inf,10.855501893877923
2024-09-12,inf,11.101087950449164
2024-09-13,inf,11.064524260554489
2024-09-16,inf,10.9580143370301
2024-09-17,inf,10.870811618636523
2024-09-18,inf,10.900120899047836
2024-09-19,inf,11.025546994720472
2024-09-20,inf,11.230900187235783
2024-09-23,inf,11.255202588921126
2024-09-24,inf,11.33538659862918
2024-09-25,inf,11.480243021103627
2024-09-26,inf,11.576062343114515
2024-09-27,inf,11.407253513440768
2024-09-30,inf,11.392191306120086
2024-10-01,inf,11.3353759660865
2024-10-02,inf,11.407564340797393
2024-10-03,inf,11.56994082192056
2024-10-04,inf,11.822673760408124
2024-10-07,inf,11.814848364886693
2024-10-08,inf,11.760229643073028
2024-10-09,inf,11.703339708274335
2024-10-10,inf,11.77490781006342
2024-10-11,inf,11.875991912132504
2024-10-14,inf,11.856395798352859
2024-10-15,inf,11.91906454114126
2024-10-16,inf,11.995233040696377
2024-10-17,inf,12.173581172479603
2024-10-18,inf,12.243283199169491
2024-10-21,inf,12.535535802806756
2024-10-22,inf,12.63711789816652
2024-10-23,inf,12.651275832231438
2024-10-24,inf,12.686707649687248
2024-10-25,inf,12.839206748081866
2024-10-28,inf,12.92178033974343
2024-10-29,inf,13.02928589398277
2024-10-30,inf,13.019083479868804
2024-10-31,inf,12.830790237078645
2024-11-01,inf,13.004894599159025
2024-11-04,inf,12.98871560172465
2024-11-05,inf,12.91514059561973
2024-11-06,inf,12.71319643243519
2024-11-07,inf,12.719878650086871
2024-11-08,inf,12.595306776379877
2024-11-11,inf,12.309909275985344
2024-11-12,inf,12.574310909873757
2024-11-13,inf,12.484318604358064
2024-11-14,inf,12.479424050567582
2024-11-15,inf,12.453624825801693
2024-11-18,inf,12.61964172126702
2024-11-19,inf,12.644518964949123
2024-11-20,inf,12.755322324830932
2024-11-21,inf,12.938136087442272
2024-11-22,inf,13.056522686894679
2024-11-25,inf,12.455793965497321
2024-11-26,inf,12.594944392371938
2024-11-27,inf,12.523832171928534
2024-11-28,inf,12.523832171928534
2024-11-29,inf,12.444182322137125
2024-12-02,inf,12.384383469491548
2024-12-03,inf,12.451576632168619
2024-12-04,inf,12.356338185495863
2024-12-05,inf,12.304029574017136
2024-12-06,inf,12.293690648129642
2024-12-09,inf,12.458424701612758
2024-12-10,inf,12.629393006095441
2024-12-11,inf,12.813613368080004
2024-12-12,inf,12.73941641534291
2024-12-13,inf,12.7803947591879
2024-12-16,inf,12.80781267341784
2024-12-17,inf,12.820216349336022
2024-12-18,inf,12.815864475142904
2024-12-19,inf,13.118772334949455
2024-12-20,inf,13.091226405941374
2024-12-23,inf,13.149280233489204
2024-12-24,inf,13.100161366112886
2024-12-25,inf,13.100161366112886
2024-12-26,inf,13.156033470369724
2024-12-27,inf,13.20161956147811
2024-12-30,inf,13.078108922327038
2024-12-31,inf,13.170064849393668
2025-01-01,inf,13.170064849393668
2025-01-02,inf,13.314318812992813
2025-01-03,inf,13.29359852856212
2025-01-06,inf,13.293733812524682
2025-01-07,inf,13.38887759656809
2025-01-08,inf,13.42062575411615
2025-01-09,inf,13.477931418666424
2025-01-10,inf,13.738201835220599
2025-01-13,inf,13.624597418829692
2025-01-14,inf,13.662670478378336
2025-01-15,inf,13.497879128259102
2025-01-16,inf,13.465220358986276
2025-01-17,inf,13.42795465654737
2025-01-20,inf,13.42795465654737
2025-01-21,inf,13.547272982337839
2025-01-22,inf,13.630772588115839
2025-01-23,inf,13.683426553823862
2025-01-24,inf,13.654703822582457
2025-01-27,inf,13.379528120641767
2025-01-28,inf,13.490349916019515
2025-01-29,inf,13.495990986092641
2025-01-30,inf,13.64263117821328
2025-01-31,inf,13.730495094902745
2025-02-03,inf,13.644622690822521
2025-02-04,inf,13.699608828721587
2025-02-05,inf,13.595348912670673
