,097950,271560,004370,003230,005180,035250,023530,139480,282330
2019-01-31,,,,,,,,,
2019-02-28,,,,,,,,,
2019-03-31,,,,,,,,,
2019-04-30,,,,,,,,,
2019-05-31,,,,,,,,,
2019-06-30,,,,,,,,,
2019-07-31,-1.3004094034519391,-1.4554835208783572,-2.0397947007402326,-1.7867001488072722,0.8686574660521337,0.02972188009708236,-0.5247554951953686,-1.2767715757733233,-2.341420044002613
2019-08-31,-1.319830594469264,-1.5526732481701346,-2.1235853738563306,-1.9749137368957668,0.8112166156736946,0.05993813064369912,-0.6599052428520784,-1.377725288455614,-2.3745310995489803
2019-09-30,-1.869788247398507,-0.8140672498234045,-1.8530765374478921,-1.5976185914185672,0.34167116570604017,-0.2288009261291517,-0.3900001466748476,-1.2524854753511212,-2.224123193059657
2019-10-31,-1.5919756098735875,-0.431059923907336,-1.6470482646412683,-1.3387048781406383,0.46593594219502527,-0.052538002288431744,-0.3702997681902809,-1.118000309663859,-2.2196295028037674
2019-11-30,-1.2760728037228382,-0.846410329814141,-1.1002520458573735,-1.4299349384560838,0.5458518704620127,-0.4060591498466956,-0.37750259153737015,-1.0607835093459792,-1.1923973726508277
2019-12-31,-1.3767093880150243,-0.8226362343464184,-1.0658409998400713,-1.3425833990409444,0.5304824087946786,-0.34488016758679474,-0.48010477288406583,-1.2568795755949036,-1.1415593569448175
2020-01-31,-1.3977950909462165,-0.8650696159039328,-1.0767605946863104,-1.1961595843709396,0.33012969282179616,-0.36242147658737195,-0.6282145277937801,-1.165800935432612,-1.1262755279508203
2020-02-29,-1.344537766106821,-1.1384743744611077,-0.8254917787923562,-0.17207590527922165,0.17332583883165717,-0.21621848473739336,-0.9634942840787625,-1.0892164388486243,-1.563447024159395
2020-03-31,-1.4161641352633318,-1.4968955904262116,-0.5137876697889915,-1.2136765318942717,0.4938121380260352,-1.0792580136189096,-1.3611816423331267,-1.2968632995924283,-1.0958964509206857
2020-04-30,-1.4984691435955382,-1.2715627113798418,-0.5527187374717153,-1.3673749539409847,0.4511853676436373,-1.1975224355512954,-1.4618617724346872,-1.2558301058465757,-1.2038016595914416
2020-05-31,-2.3987442080206978,-1.2908588334646978,-0.2907754249160439,-1.2507624052833162,-1.0402215991979304,-2.501333387824984,-2.9055774930030647,-1.8955769000268692,-2.0677442294144592
2020-06-30,-2.432095474675373,-0.595938132701659,0.5925416676024244,-1.185559826094306,-1.1687334392255346,-2.421197262630478,-2.7268456833864736,-1.065639689610201,-1.8015776162488175
2020-07-31,-2.6502225963745443,-0.35372057913087634,0.24143652590601278,-1.685249137343044,-1.3245709204884866,-2.223675693917779,-2.3937816123887385,-0.9673610421939327,-0.5877181152531065
2020-08-31,-2.7615546963777526,0.301285571953698,0.522632391404738,-0.1441097646292759,-0.9306711666466312,-2.113764881451031,-1.5830282165753646,-1.0771927705989564,0.07724411567240859
2020-09-30,-1.2793507981897647,-0.050698119249735295,0.8209838554344445,0.6552609553830925,0.028204392333544683,-0.8594138054651584,-1.3505208108292357,-0.9196174289398952,-0.4011959113222044
2020-10-31,-0.5258641199854936,0.28762880988054135,1.3979312119964054,0.7575072161214195,-0.069222606515287,-1.185832309312902,-1.35644057031589,-1.4249698228623473,-0.3349174459508862
2020-11-30,0.024653805613374682,0.9345356000897787,1.4385079007829,0.8336950517120439,0.1326203789288951,-0.900777164355058,-1.3906438522984468,-1.0639931429935447,-0.25167469769176515
2020-12-31,0.1068070684615978,0.42316141812382096,1.1743988458860544,0.5025281242676318,0.1521891907748607,-0.9058073037249789,-1.9474306032584632,-1.1785159216720353,-0.46340064595994457
2021-01-31,0.06009543839646248,0.2624820078010848,0.887630173856569,0.4479995325598722,0.04791607801351114,-0.9104849422956011,-1.6595705125226967,-0.83923352671542,-0.6448251006129458
2021-02-28,0.12024084947683683,0.46874273401693445,1.1746192881553976,0.41207769937527533,0.2413297242401033,-0.7878808400457488,-1.3909976583697121,-0.6156020065354783,-1.1678843954902234
2021-03-31,0.4765441149493025,0.7625490412144681,0.9867125378669271,1.1224156458109864,0.17855504720840307,-0.3616137764416359,-1.1993028666063008,-0.35182693664971953,-0.8037859895040782
