date,price
2021-06-01,84.1721420288086
2021-06-02,83.69481658935547
2021-06-03,83.50568389892578
2021-06-04,84.47835540771484
2021-06-07,84.0640640258789
2021-06-08,83.4966812133789
2021-06-09,82.45195770263672
2021-06-10,83.46965789794922
2021-06-11,83.43362426757812
2021-06-14,83.73084259033203
2021-06-15,83.64077758789062
2021-06-16,82.74916076660156
2021-06-17,82.60506439208984
2021-06-18,82.04666900634766
2021-06-21,82.91127014160156
2021-06-22,82.8302230834961
2021-06-23,83.17245483398438
2021-06-24,84.16313171386719
2021-06-25,84.66748046875
2021-06-28,84.15413665771484
2021-06-29,83.83890533447266
2021-06-30,83.91996765136719
2021-07-01,83.39761352539062
2021-07-02,83.75785827636719
2021-07-06,83.14543914794922
2021-07-07,82.47897338867188
2021-07-08,80.6417007446289
2021-07-09,81.24512481689453
2021-07-12,81.8665542602539
2021-07-13,81.6594009399414
2021-07-14,82.20878601074219
2021-07-15,82.551025390625
2021-07-16,81.6954345703125
2021-07-19,79.80412292480469
2021-07-20,81.001953125
2021-07-21,80.56964874267578
2021-07-22,81.23611450195312
2021-07-23,81.19107818603516
2021-07-26,81.0830078125
2021-07-27,80.27245330810547
2021-07-28,81.01995849609375
2021-07-29,81.6053695678711
2021-07-30,79.93020629882812
2021-08-02,79.91220092773438
2021-08-03,81.10102081298828
2021-08-04,82.21778869628906
2021-08-05,82.41593170166016
2021-08-06,81.40723419189453
2021-08-09,81.32617950439453
2021-08-10,80.16437530517578
2021-08-11,79.60598754882812
2021-08-12,78.65133666992188
2021-08-13,77.76871490478516
2021-08-16,77.4084701538086
2021-08-17,75.6162338256836
2021-08-18,75.9944839477539
2021-08-19,74.75163269042969
2021-08-20,74.4094009399414
2021-08-23,75.60723114013672
2021-08-24,76.99418640136719
2021-08-25,77.03921508789062
2021-08-26,76.07554626464844
2021-08-27,77.18331909179688
2021-08-30,76.54386901855469
2021-08-31,78.0749282836914
2021-09-01,78.96654510498047
2021-09-02,77.9938735961914
2021-09-03,78.98455810546875
2021-09-07,77.84077453613281
2021-09-08,76.53487396240234
2021-09-09,75.32803344726562
2021-09-10,75.30101776123047
2021-09-13,75.86840057373047
2021-09-14,75.97647857666016
2021-09-15,76.74201202392578
2021-09-16,75.31002044677734
2021-09-17,74.82368469238281
2021-09-20,72.99542236328125
2021-09-21,73.04045867919922
2021-09-22,73.84200286865234
2021-09-23,75.6162338256836
2021-09-24,74.31033325195312
2021-09-27,74.75163269042969
2021-09-28,72.95039367675781
2021-09-29,72.10379791259766
2021-09-30,72.6441879272461
2021-10-01,72.49107360839844
2021-10-04,71.4733657836914
2021-10-05,71.0500717163086
2021-10-06,69.51001739501953
2021-10-07,70.68083190917969
2021-10-08,70.20348358154297
2021-10-11,70.05939483642578
2021-10-12,68.87056732177734
2021-10-13,70.50070190429688
2021-10-14,71.60846710205078
2021-10-15,72.38300323486328
2021-10-18,71.72554016113281
2021-10-19,73.04045867919922
2021-10-20,72.63516998291016
2021-10-21,72.24790954589844
2021-10-22,72.37399291992188
2021-10-25,73.34667205810547
2021-10-26,73.87803649902344
2021-10-27,72.94137573242188
2021-10-28,73.03144073486328
2021-10-29,71.5904541015625
2021-11-01,71.9056625366211
2021-11-02,72.45504760742188
2021-11-03,71.59945678710938
2021-11-04,71.66250610351562
2021-11-05,71.57244110107422
2021-11-08,71.73455047607422
2021-11-09,71.23920440673828
2021-11-10,69.99635314941406
2021-11-11,70.83393096923828
2021-11-12,71.79759979248047
2021-11-15,71.9236831665039
2021-11-16,71.77958679199219
2021-11-17,70.86095428466797
2021-11-18,70.45567321777344
2021-11-19,70.63579559326172
2021-11-22,72.07678985595703
2021-11-23,71.51840209960938
2021-11-24,71.32026672363281
2021-11-26,68.23113250732422
2021-11-29,68.78050994873047
2021-11-30,68.20410919189453
2021-12-01,69.64511108398438
2021-12-02,71.20317840576172
2021-12-03,70.86995697021484
2021-12-06,71.85163879394531
2021-12-07,72.97740173339844
2021-12-08,73.18455505371094
2021-12-09,72.73424530029297
2021-12-10,72.71622467041016
2021-12-13,71.7679672241211
2021-12-14,71.44606018066406
2021-12-15,72.38420867919922
2021-12-16,71.95191955566406
2021-12-17,72.26463317871094
2021-12-20,70.83901977539062
2021-12-21,71.62081146240234
2021-12-22,72.11748504638672
2021-12-23,72.4485855102539
2021-12-27,72.73371124267578
2021-12-28,72.4853744506836
2021-12-29,72.54975128173828
2021-12-30,71.87834167480469
2021-12-31,71.62081146240234
2022-01-03,71.61161041259766
2022-01-04,71.45526123046875
2022-01-05,70.06643676757812
2022-01-06,69.52378845214844
2022-01-07,71.30809020996094
2022-01-10,70.19519805908203
2022-01-11,71.9427261352539
2022-01-12,73.36833190917969
2022-01-13,72.0806884765625
2022-01-14,71.07816314697266
2022-01-18,68.971923828125
2022-01-19,69.7445297241211
2022-01-20,69.41341400146484
2022-01-21,68.5396499633789
2022-01-24,67.23361206054688
2022-01-25,66.24947357177734
2022-01-26,65.39411926269531
2022-01-27,63.65578842163086
2022-01-28,64.93424224853516
2022-01-31,66.5805892944336
2022-02-01,67.12324523925781
2022-02-02,67.60150909423828
2022-02-03,66.2034912109375
2022-02-04,66.88410949707031
2022-02-07,67.10485076904297
2022-02-08,67.30718994140625
2022-02-09,68.5212631225586
2022-02-10,67.73027038574219
2022-02-11,67.0496597290039
2022-02-14,66.442626953125
2022-02-15,66.95767974853516
2022-02-16,67.76705932617188
2022-02-17,67.23361206054688
2022-02-18,67.12324523925781
2022-02-22,66.93009185791016
2022-02-23,66.0655288696289
2022-02-24,64.96183776855469
2022-02-25,66.82892608642578
2022-02-28,66.59899139404297
2022-03-01,65.75281524658203
2022-03-02,65.78960418701172
2022-03-03,66.24028015136719
2022-03-04,64.37318420410156
2022-03-07,61.72432327270508
2022-03-08,62.15660095214844
2022-03-09,64.61231994628906
2022-03-10,62.66245651245117
2022-03-11,61.72432327270508
2022-03-14,61.45759201049805
2022-03-15,62.138206481933594
2022-03-16,64.86064910888672
2022-03-17,65.42171478271484
2022-03-18,65.76200866699219
2022-03-21,64.40077209472656
2022-03-22,65.50448608398438
2022-03-23,64.8698501586914
2022-03-24,65.26535034179688
2022-03-25,64.53874206542969
2022-03-28,65.19176483154297
2022-03-29,66.68175506591797
2022-03-30,65.80799865722656
2022-03-31,65.51367950439453
2022-04-01,65.32052612304688
2022-04-04,66.24947357177734
2022-04-05,65.17337799072266
2022-04-06,64.37318420410156
2022-04-07,63.968505859375
2022-04-08,63.37066650390625
2022-04-11,62.89239501953125
2022-04-12,63.02116012573242
2022-04-13,64.61231994628906
2022-04-14,63.214317321777344
2022-04-18,63.16831970214844
2022-04-19,63.61899185180664
2022-04-20,63.98689651489258
2022-04-21,62.83721160888672
2022-04-22,62.09221649169922
2022-04-25,61.650733947753906
2022-04-26,59.90321350097656
2022-04-27,59.96759796142578
2022-04-28,61.025306701660156
2022-04-29,61.29203796386719
2022-05-02,61.494380950927734
2022-05-03,61.68752670288086
2022-05-04,62.78203582763672
2022-05-05,60.593017578125
2022-05-06,60.822959899902344
2022-05-09,58.87310028076172
2022-05-10,59.139827728271484
2022-05-11,58.49599838256836
2022-05-12,57.64983367919922
2022-05-13,60.23432159423828
2022-05-16,59.54451370239258
2022-05-17,61.108089447021484
2022-05-18,59.075443267822266
2022-05-19,60.21592712402344
2022-05-20,60.81376647949219
2022-05-23,61.74271011352539
