date,price
2021-06-01,41.581966400146484
2021-06-02,41.90769577026367
2021-06-03,41.85185241699219
2021-06-04,42.23342514038086
2021-06-07,42.242733001708984
2021-06-08,42.186893463134766
2021-06-09,42.01006317138672
2021-06-10,42.207550048828125
2021-06-11,42.11439895629883
2021-06-14,42.105079650878906
2021-06-15,41.9280891418457
2021-06-16,41.4530143737793
2021-06-17,41.322601318359375
2021-06-18,40.9686164855957
2021-06-21,41.52753448486328
2021-06-22,41.41575241088867
2021-06-23,41.220130920410156
2021-06-24,41.3878059387207
2021-06-25,41.41575241088867
2021-06-28,41.546165466308594
2021-06-29,41.41575241088867
2021-06-30,41.220130920410156
2021-07-01,41.089717864990234
2021-07-02,41.350547790527344
2021-07-06,40.97793197631836
2021-07-07,41.201499938964844
2021-07-08,40.89409637451172
2021-07-09,41.294654846191406
2021-07-12,41.31328582763672
2021-07-13,41.15492248535156
2021-07-14,41.40643310546875
2021-07-15,41.49958419799805
2021-07-16,41.201499938964844
2021-07-19,40.81026077270508
2021-07-20,41.08039855957031
2021-07-21,41.15492248535156
2021-07-22,41.397117614746094
2021-07-23,41.471641540527344
2021-07-26,41.741783142089844
2021-07-27,41.248077392578125
2021-07-28,41.37848663330078
2021-07-29,41.57411193847656
2021-07-30,41.630001068115234
2021-08-02,41.69520568847656
2021-08-03,42.673316955566406
2021-08-04,42.53358459472656
2021-08-05,42.859615325927734
2021-08-06,42.54290008544922
2021-08-09,42.31001663208008
2021-08-10,42.32864761352539
2021-08-11,42.654685974121094
2021-08-12,42.7105712890625
2021-08-13,43.055240631103516
2021-08-16,43.29743957519531
2021-08-17,43.1856575012207
2021-08-18,42.81304168701172
2021-08-19,42.654685974121094
2021-08-20,43.12044906616211
2021-08-23,43.1856575012207
2021-08-24,43.44648361206055
2021-08-25,43.44648361206055
2021-08-26,43.37196350097656
2021-08-27,44.312801361083984
2021-08-30,44.722679138183594
2021-08-31,45.272274017333984
2021-09-01,45.52378845214844
2021-09-02,45.82188034057617
2021-09-03,46.296958923339844
2021-09-07,46.00818634033203
2021-09-08,45.663516998291016
2021-09-09,45.92435073852539
2021-09-10,45.91503143310547
2021-09-13,45.998870849609375
2021-09-14,45.93366622924805
2021-09-15,46.464637756347656
2021-09-16,46.52052307128906
